config_id,axis,label,N,J,K,A,D_min,D_max,regime,group,phase,seed,peak_rss_bytes,peak_rss_mib,dense_block_table_bytes,dense_copies_live_in_this_group,batched_stack_bytes_worst_class,alpha_chart_bytes,batched_alpha_r_bytes,fast_cumulative_bytes,predicted_arrays_total_bytes,predicted_process_rss_bytes,projected_banded_bytes_NOT_IMPLEMENTED,projected_banded_saving_ratio_NOT_IMPLEMENTED,swap_used_mb
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,marg,quiet,20260822,248778752,237.25,11919360,2,11919360,124160,248320,1443840,37574400,268261120,1203200,9.906382978723403,1523.38
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,primitives,quiet,20260822,165662720,157.99,11919360,1,11919360,124160,248320,1443840,25655040,256341760,1203200,9.906382978723403,1523.38
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,quiet,20260822,243871744,232.57,42270720,1,42270720,330240,660480,3870720,89402880,320089600,3225600,13.104761904761904,1523.38
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,quiet,20260822,488509440,465.88,42270720,2,42270720,330240,660480,3870720,131673600,362360320,3225600,13.104761904761904,1523.38
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,quiet,20260822,572833792,546.3,42270720,2,42270720,330240,660480,3870720,131673600,362360320,3225600,13.104761904761904,1523.38
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,quiet,20260822,278212608,265.32,42270720,1,42270720,330240,660480,3870720,89402880,320089600,3225600,13.104761904761904,1523.38
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,quiet,20260822,306974720,292.75,84541440,1,84541440,660480,1320960,7741440,178805760,409492480,6451200,13.104761904761904,1523.38
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,quiet,20260822,861614080,821.7,84541440,2,84541440,660480,1320960,7741440,263347200,494033920,6451200,13.104761904761904,1523.38
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,quiet,20260822,916463616,874.01,84541440,2,84541440,660480,1320960,7741440,263347200,494033920,6451200,13.104761904761904,1523.38
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,primitives,quiet,20260822,384438272,366.63,84541440,1,84541440,660480,1320960,7741440,178805760,409492480,6451200,13.104761904761904,1523.38
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,build,quiet,20260822,207355904,197.75,12681216,1,12681216,99072,198144,1161216,26820864,257507584,967680,13.104761904761904,1523.38
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,cond,quiet,20260822,284917760,271.72,12681216,2,12681216,99072,198144,1161216,39502080,270188800,967680,13.104761904761904,1523.38
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,marg,quiet,20260822,282066944,269.0,12681216,2,12681216,99072,198144,1161216,39502080,270188800,967680,13.104761904761904,1523.38
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,primitives,quiet,20260822,197107712,187.98,12681216,1,12681216,99072,198144,1161216,26820864,257507584,967680,13.104761904761904,1523.38
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,build,quiet,20260822,428281856,408.44,169082880,1,169082880,1320960,2641920,15482880,357611520,588298240,12902400,13.104761904761904,1523.38
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,cond,quiet,20260822,1452199936,1384.93,169082880,2,169082880,1320960,2641920,15482880,526694400,757381120,12902400,13.104761904761904,1523.38
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,marg,quiet,20260822,1535213568,1464.09,169082880,2,169082880,1320960,2641920,15482880,526694400,757381120,12902400,13.104761904761904,1523.38
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,primitives,quiet,20260822,591360000,563.96,169082880,1,169082880,1320960,2641920,15482880,357611520,588298240,12902400,13.104761904761904,1523.38
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,build,quiet,20260822,218312704,208.2,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,cond,quiet,20260822,354803712,338.37,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,marg,quiet,20260822,342700032,326.82,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,primitives,quiet,20260822,226750464,216.25,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,build,quiet,20260822,659841024,629.27,338165760,1,338165760,2641920,5283840,30965760,715223040,945909760,25804800,13.104761904761904,1523.38
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,cond,quiet,20260822,2485919744,2370.76,338165760,2,338165760,2641920,5283840,30965760,1053388800,1284075520,25804800,13.104761904761904,1523.38
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,marg,quiet,20260822,2438053888,2325.11,338165760,2,338165760,2641920,5283840,30965760,1053388800,1284075520,25804800,13.104761904761904,1523.38
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,primitives,quiet,20260822,987672576,941.92,338165760,1,338165760,2641920,5283840,30965760,715223040,945909760,25804800,13.104761904761904,1523.38
N/N128_J128_K10_A20_D12_full_s20260822,N,N_128,128,128,10,20,3,12,full,build,quiet,20260822,554852352,529.15,169082880,1,169082880,1320960,2641920,15482880,357611520,588298240,12902400,13.104761904761904,1523.38
N/N128_J128_K10_A20_D12_full_s20260822,N,N_128,128,128,10,20,3,12,full,cond,quiet,20260822,1564131328,1491.67,169082880,2,169082880,1320960,2641920,15482880,526694400,757381120,12902400,13.104761904761904,1523.38
N/N128_J128_K10_A20_D12_full_s20260822,N,N_128,128,128,10,20,3,12,full,marg,quiet,20260822,1705287680,1626.29,169082880,2,169082880,1320960,2641920,15482880,526694400,757381120,12902400,13.104761904761904,1523.38
N/N128_J128_K10_A20_D12_full_s20260822,N,N_128,128,128,10,20,3,12,full,primitives,quiet,20260822,692256768,660.19,169082880,1,169082880,1320960,2641920,15482880,357611520,588298240,12902400,13.104761904761904,1523.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,build,quiet,20260822,176553984,168.38,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,cond,quiet,20260822,304177152,290.09,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,marg,quiet,20260822,366198784,349.23,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,primitives,quiet,20260822,189145088,180.38,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,build,quiet,20260822,116183040,110.8,1320960,1,1320960,10320,20640,120960,2793840,233480560,100800,13.104761904761904,1523.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,cond,quiet,20260822,128020480,122.09,1320960,2,1320960,10320,20640,120960,4114800,234801520,100800,13.104761904761904,1523.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,marg,quiet,20260822,125710336,119.89,1320960,2,1320960,10320,20640,120960,4114800,234801520,100800,13.104761904761904,1523.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,primitives,quiet,20260822,119250944,113.73,1320960,1,1320960,10320,20640,120960,2793840,233480560,100800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,build,quiet,20260822,977051648,931.79,338165760,1,338165760,2641920,5283840,30965760,715223040,945909760,25804800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,cond,quiet,20260822,2974388224,2836.6,338165760,2,338165760,2641920,5283840,30965760,1053388800,1284075520,25804800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,marg,quiet,20260822,2962481152,2825.24,338165760,2,338165760,2641920,5283840,30965760,1053388800,1284075520,25804800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,primitives,quiet,20260822,1355517952,1292.72,338165760,1,338165760,2641920,5283840,30965760,715223040,945909760,25804800,13.104761904761904,1523.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,build,quiet,20260822,241319936,230.14,42270720,1,42270720,330240,660480,3870720,89402880,320089600,3225600,13.104761904761904,1523.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,cond,quiet,20260822,549367808,523.92,42270720,2,42270720,330240,660480,3870720,131673600,362360320,3225600,13.104761904761904,1523.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,marg,quiet,20260822,559128576,533.23,42270720,2,42270720,330240,660480,3870720,131673600,362360320,3225600,13.104761904761904,1523.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,primitives,quiet,20260822,280219648,267.24,42270720,1,42270720,330240,660480,3870720,89402880,320089600,3225600,13.104761904761904,1523.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,build,quiet,20260822,373698560,356.39,84541440,1,84541440,660480,1320960,7741440,178805760,409492480,6451200,13.104761904761904,1523.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,cond,quiet,20260822,867618816,827.43,84541440,2,84541440,660480,1320960,7741440,263347200,494033920,6451200,13.104761904761904,1523.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,marg,quiet,20260822,869310464,829.04,84541440,2,84541440,660480,1320960,7741440,263347200,494033920,6451200,13.104761904761904,1523.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,primitives,quiet,20260822,441405440,420.96,84541440,1,84541440,660480,1320960,7741440,178805760,409492480,6451200,13.104761904761904,1523.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,build,quiet,20260822,142225408,135.64,10567680,1,10567680,82560,165120,967680,22350720,253037440,806400,13.104761904761904,1523.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,cond,quiet,20260822,217927680,207.83,10567680,2,10567680,82560,165120,967680,32918400,263605120,806400,13.104761904761904,1523.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,marg,quiet,20260822,206602240,197.03,10567680,2,10567680,82560,165120,967680,32918400,263605120,806400,13.104761904761904,1523.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,primitives,quiet,20260822,149286912,142.37,10567680,1,10567680,82560,165120,967680,22350720,253037440,806400,13.104761904761904,1523.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,build,quiet,20260822,150904832,143.91,3388800,1,1411200,88800,58800,979200,5926800,236613520,816000,4.152941176470589,1523.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,cond,quiet,20260822,189411328,180.64,3388800,2,1411200,88800,58800,979200,9315600,240002320,816000,4.152941176470589,1523.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,marg,quiet,20260822,196882432,187.76,3388800,2,1411200,88800,58800,979200,9315600,240002320,816000,4.152941176470589,1523.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,primitives,quiet,20260822,144842752,138.13,3388800,1,1411200,88800,58800,979200,5926800,236613520,816000,4.152941176470589,1523.38
target_long/N20_J500_K20_A50_D12_sparse_s20260822,target_long,target_long_J500_N20,20,500,20,50,3,12,sparse,build,quiet,20260822,1290268672,1230.5,801600000,1,801600000,1603200,3206400,19123200,1627132800,1857819520,15936000,50.30120481927711,1523.38
target_long/N20_J500_K20_A50_D12_sparse_s20260822,target_long,target_long_J500_N20,20,500,20,50,3,12,sparse,primitives,quiet,20260822,2070007808,1974.11,801600000,1,801600000,1603200,3206400,19123200,1627132800,1857819520,15936000,50.30120481927711,1523.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,build,quiet,20260822,1634013184,1558.32,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,cond,quiet,20260822,3635101696,3466.7,643200000,2,643200000,3216000,6432000,38016000,1977264000,2207950720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,marg,quiet,20260822,3897446400,3716.89,643200000,2,643200000,3216000,6432000,38016000,1977264000,2207950720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,primitives,quiet,20260822,2215886848,2113.23,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_full_s20260822,target,target_operating_point_full_support,100,200,20,50,3,12,full,build,quiet,20260822,1596416000,1522.46,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_full_s20260822,target,target_operating_point_full_support,100,200,20,50,3,12,full,cond,quiet,20260822,4397514752,4193.8,643200000,2,643200000,3216000,6432000,38016000,1977264000,2207950720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_full_s20260822,target,target_operating_point_full_support,100,200,20,50,3,12,full,marg,quiet,20260822,3874181120,3694.71,643200000,2,643200000,3216000,6432000,38016000,1977264000,2207950720,31680000,20.303030303030305,1523.38
target/N100_J200_K20_A50_D12_full_s20260822,target,target_operating_point_full_support,100,200,20,50,3,12,full,primitives,quiet,20260822,2179547136,2078.58,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1523.38
